Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar
13625,willing horse,Noun,One who readily performs hard work or who voluntarily tolerates an adverse situation," idiomatic, dated","1863 Nov. 10, ""Gen. Sherman's Column,"" New York Times (retrieved 12 Feb 2014): [A]fter a good deal of discussion (some of it angry) among the Major-Generals, it was settled as such things are everywherethe willing horse (which SHERMAN always is) getting the work to do. 1869, R. D. Blackmore, Lorna Doone: A Romance of Exmoor, ch. 32: [S]he said to me as quietly as a maiden might ask one to carry a glove, ""Jan Ridd, carr thic thing for me."" So I carried it for her, without any words; wondering what she was up to next, and whether she had ever heard of being too hard on the willing horse. 1878, Robert Louis Stevenson, An Inland Voyage, ch. 12: Finding us easy in our ways, he . . . told me a cock-and-bull story with the moral of another five francs for the narrator. The thing was palpably absurd; but I paid up, and at once dropped all friendliness of manner. . . . He saw in a moment that he had gone too far, and killed a willing horse. 1914, William MacLeod Raine, A Daughter of the Dons, ch. 10: ""When he hears of it he'll be more anxious than ever to fight."" Valencia nodded. ""A spur to a willing horse."" 1999 Feb. 18, Philip D. Delnon, ""Education letter: Exhausted, underpaid: and that's a good day,"" The Independent (UK) (retrieved 12 Feb 2014): There is certainly the need to reward performance and offer incentives for success, but flogging a willing horse is not the way to do it.",False,False,False,False
14030,windage,Noun,"A contusion caused by a projectile that does not enter the skin, due to either compressed air or a glancing blow"," medicine, dated",,False,False,False,False
14504,wine cooper,Noun,"a person who samples, bottles and sells wine", dated,,False,False,False,False
14967,winninish,Noun,Alternative form of wananish," chiefly Canada, dated",,False,False,False,False
14971,winnow,Verb,"To move about with a flapping motion, as of wings; to flutter."," intransitive, literary, dated",,False,False,False,False
15454,wireless,Noun,A radio set, dated,Let's switch on the wireless and listen to the news.,False,False,False,False
15465,wireless operator,Noun,"A person who operates a radio transmitter on a ship or in an outpost, military unit, etc., in order to communicate over long distances", dated,"1922, Peter B. Kyne, Cappy Ricks Retires, ch. 8: He found the new wireless operator a charming fellow, possessed of talents far superior to those of the young men who ordinarily pound the brass at sea.",False,False,False,False
15471,wireless telephony,Noun,The transmission of voice using radio, dated,,False,False,False,False
15791,wistiti,Noun,"A marmoset, principally in family Callitrichidae.", dated,,False,False,False,False
16118,withersoever,Adverb,To whatever place; to anywhere., dated,,False,False,False,False
16157,within-doors,Adverb,indoors, dated,,False,False,False,False
16642,wokus,Noun,Alternative form of wokas, dated,,False,False,False,False
16787,wolfram,Noun,tungsten, dated,,False,False,False,False
17048,women's troubles,Noun,unpleasant symptoms associated with menstruation," dated, euphemistic",,False,False,False,False
17264,wont,Adjective,"Accustomed or used (to or with a thing), accustomed or apt (to do something)", dated,"He is wont to complain loudly about his job. 1556, Anthoni de Adamo [Agostino Mainardi], The Examinacion of the Kyrie Eleeson and of the Gloria in Excelsis Deo, and how that Many Praiers after the Gloria in Excelsis, be Wicked, and that the Epistle and Gospell, and Generally the Whole Worde of God in the Masse, are Vnworthely and Euell Fauoredly Handled, in An Anatomi, that is to Say a Parting in Peeces of the Mass. Which Discouereth the Horrible Errors, and the Infinit Abuses Vnknowen to the People, aswel of the Mass as of the Mass Book, very Profitable, yea Most Necessary for al Christian People. With a Sermon of the Sacrament of Thankesgyuyng in the End, whiche Declareth whether Christ be Bodyly in the Sacrament or Not, [Strasbourg: Printed by the heirs of W. Kpfel], OCLC 71495679, page 19:This is the uteltie of Satan, who vnder the shew of godly matters, deceaueth the vnaduyed, as we are wont to ay, that in the honye lyeth hidden the poion. c. 1580, Edmund Spenser, The Teares of the Mvses[: Thalia], in Complaints: Containing Sundrie Small Poemes of the Worlds Vanitie. VVhereof the Next Page Maketh Mention, London: Imprinted for VVilliam Ponsonbie, dwelling in Paules Churchyard at the signe of the Bishops head, published 1591, OCLC; republished in The Teares of the Mvses[: Thalia], in The Faerie Qveen: The Shepheards Calendar: Together with the Other Works of England's Arch-Pet, Edm. Spenser: Collected into One Volume, and Carefully Corrected, London: Printed by H[umphrey] L[ownes] for Mathew Lownes, 1617, OCLC: What be the weet delights of learning a treaure, / That wont with Comick ock to beautify / The painted Theaters, and fill with pleaure / The litners eyes, and eares with melodie; [] c. 1591, William Shakespeare, The Tragedy of Richard the Third: With the Landing of Earle Richmond, and the Battell at Bosworth Field, in Mr. William Shakespeares Comedies, Histories, Tragedies: Published According to the True Originall Copies, London: Printed by Isaac Iaggard, and Ed[ward] Blount, published 1623, OCLC 606515358, Act V, scene iii, page 201: [] I haue not that Alacrity of Spirit, / Nor cheere of Minde that I was wont to haue. 1843 April, Thomas Carlyle, The Abbots Ways, in Past and Present, book II (The Ancient Monk), London: Chapman Hall, OCLC 794816672, page 83:He could read English Manuscripts very elegantly, elegantissime: he was wont to preach to the people in the English tongue, though according to the dialect of Norfolk, where he had been brought up; [] 2017 June 26, Alexis Petridis, Glastonbury 2017 verdict: Radiohead, Foo Fighters, Lorde, Stormzy and more, in the Guardian[1]:But while Katy Perry similarly threw herself into the spirit of the event crowdsurfing, dancing with a security guard, charming the audience her peculiar combination of newfound political conscience and longstanding predisposition to DayGlo cartoonishness was simultaneously intriguing and baffling, as a woman delivering between-song speeches about the necessity of taking back power surrounded by dancers dressed as flowers and giant pom-poms covered in fluorescent fur was perhaps wont to be.",False,False,False,False
17320,wood-copper,Noun,The mineral olivenite., dated,,False,False,False,False
17406,wood oil,Noun,An oil made from the gurjan tree., dated,,False,False,False,False
17854,wooes,Verb,Third-person singular simple present indicative form of woo Byron Lake Leman wooes me with its crystal face., dated,,False,False,False,False
18091,woorali,Noun,curare, dated,,False,False,False,False
19507,worst,Verb,To grow worse; to deteriorate," dated, intransitive","(Can we date this quote?) Jane Austen: Anne haggard, Mary coarse, every face in the neighbourhood worsting.",False,False,False,False
19714,wourali,Noun,curare, dated,,False,False,False,False
19715,wourari,Noun,curare, dated,,False,False,False,False
20238,wright,Verb,Misspelling of write., dated,,False,False,False,False
20349,wrister,Noun,A knitted wrist covering," dated, US",,False,False,False,False
20562,writing master,Noun,A male teacher of penmanship., dated,,False,False,False,False
20662,wrong number,Noun,An incorrect notion or understanding concerning a person or situation," idiomatic, dated","1920, Ring Lardner, ""The Big Town"": Codd said . . . when he had her fixed and tested her a few times he would take me up for a ride. ""You got the wrong number,"" I says. ""I don't feel flighty."" 1984, David Homel (translator), Jacques Renaud (author), Broke City (original French edition, Le cass, 1964), ISBN, p. 37 (Google preview): The readers probably expecting me to go on about how Johnny was real nostalgic about some kind of material security. . . . Well, the readers got the wrong number. 2005 Feb. 20, Richard Taruskin, ""Music: Restoring Comrade Roslavets,"" New York Times (retrieved 1 June 2014): His musical system, like the political system he served, would rescue the present moment from crisis and place it at last in productive harmony with history's demands. Boy, did he have the wrong number.",False,False,False,False
20776,wryneck,Noun,A twisted or distorted neck; a deformity in which the neck is drawn to one side by a rigid contraction of one of the muscles; torticollis.," medicine, dated",,False,False,False,False
20859,wurali,Noun,curare, dated,,False,False,False,False
20860,wurari,Noun,curare, dated,,False,False,False,False
20997,wynd,Noun,A stack of hay.," Ireland, dated",,False,False,False,False
80,baba,Noun,"A baby, child"," India, dated","1876, Sir George Otto Trevelyan, The Life and Letters of Lord Macaulay That is to say, if I do not take care, I shall go on calling my darling 'Baba' till she is as old as her mamma, and has a dozen Babas of her own. 1904, Rudyard Kipling, Traffics and Discoveries For my child is dead--my baba is dead!",False,False,False,False
152,babbler,Noun,A hound who is too noisy on finding a good scent., dated,,False,False,False,False
513,baby vamp,Noun,An attractive and popular young woman.," informal, dated",,False,False,False,False
559,babyhouse,Noun,A doll's house., dated,,False,False,False,False
738,bachelor's fare,Noun,"A simple meal that requires no cooking, such as bread and cheese", dated,"1738, Simon Wagstaff [pseudonym; Jonathan Swift], A Complete Collection of Genteel and Ingenious Conversation, According to the Most Polite Mode and Method Now Used at Court, and in the Best Companies of England. In Three Dialogues, London: Printed by B[enjamin] Motte, and C. Bathurst, at the Middle Temple-Gate in Fleet-street, OCLC 221377964, page 61:Lady Anw[erall]. Colonel, ome Ladies of your Acquaintance have promis'd to breakfast with you, and I am to wait on them; what will you give us? / Col[onel Atwit]. Why, faith, Madam, Batchelors Fare; Bread and Cheee, and Kies. / Lady Anw. Poh! what have you Batchelors to do with your Money, but to treat the Ladies? you have nothing to keep but your own Four Quarters. 1738 January, The Bachelors Life. To the Tune in The King and the Miller., in The London Magazine: And Monthly Chronologer, London: Printed for T[homas] Astley, at the Rose over-against the North-Door of St. Paul's, OCLC 941006374, stanza 2, page 40, column 1:Tho' his house ben't so nice, he is sure to be neat, / And the ladies are always well pleas'd with his treat. / By the mack of their lips they at parting declare, / How delicious a feat they think bachelor's fare. 1825, James Heney, chapter XX, in Agnes, or The Sailors Orphan; with Memoirs of the Dudley Family, Oxford: Published by Bartlett and Hinton; and sold at their warehouse, 17, Warwick-Square, and by G[eorge] Virtue, 26, Ivy Lane, London, OCLC 4320905, pages 198199:The villain of a pedlar saw his discourse was attentively heard, and flattered himself with the hopes of a supper and night's lodging; he was not deceived, for the parson was so well pleased with his conversation, that he insisted on his staying and partaking of batchelor's fare, bread and cheese, and mild ale; the latter he supplied his guest with so immoderately that he was obliged to convey him to his apartment. 1836, [Anne T.] Woodrooffe, chapter XVI, in Shades of Character; or, The Infant Pilgrim, volume I, 3rd edition, London: Hatchard Son, Piccadilly; Hamilton, Adams, and Co., Paternoster Row, OCLC 81164023, page 380:Stacy, my housekeeper, is in great fear that she is not up to the entertainment of so grand a party as I purpose to have at Midsummer; but I tell her that bachelor's fare is bread and cheese, and all beyond is more than you have any right to expect. It is very likely you may have a bit of bacon into the bargain; but I know you do not mind eating, my dear. 1840, John Patterson, chapter III, in Camp and Quarters: Or Scenes and Impressions of Military Life. Interspersed with Anecdotes of Various Well-known Characters who Flourished in the War. [...] In Two Volumes, volume II, London: Saunders and Otley, Conduit Street, OCLC 265474883, page 78:Neither batchelor's fare, nor lodging-house dinners have any attraction in his esteem; nor is he a convert to the cold-meat and pic-nic school;no, no!to please his palate, there must be a regularly-built, smoking, well-sustaining table. 1864, Mrs. Gordon Smythies, chapter XV, in Guilty; or, Not Guilty. A Novel. [...] In Three Volumes, volume III, London: Hurst and Blackett, publishers, successors to Henry Colburn, 13, Great Marlborough Street, OCLC 57294372, page 188:""We'll buy a nice bit o' fish,"" he said, ""and a goose, to add to my bachelor's fare, and be happy as the day is long.[]""",False,False,False,False
