Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process,matter,role,measure,units,body
38910,dolichopodid,Noun,Any member of the Dolichopodidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
38935,doliolid,Noun,Any member of the family Doliolidae of pelagic tunicates., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
39619,donacid,Noun,Any member of the Donacidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
40479,doradid,Noun,Any member of the Doradidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
40513,dorid,Noun,Any member of the taxonomic superfamily Doridoidea of nudibranchs., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
40516,doridid,Noun,Any member of the Dorididae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
40521,dorippid,Noun,Any member of the Dorippidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
40824,dorvilleid,Noun,Any member of the family Dorvilleidae of polychaete worms, zoology,"2015 July 10, Biodiversity on the Rocks: Macrofauna Inhabiting Authigenic Carbonate at Costa Rica Methane Seeps, in PLOS ONE[1], DOI:10.1371/journal.pone.0131080:Seep sediments had higher densities of ampharetid, dorvilleid, hesionid, cirratulid and lacydoniid polychaetes, whereas carbonates had more gastropods, as well as syllid, chrysopetalid and polynoid polychaetes.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
40829,doryline,Noun,Any member of the ant subfamily Dorylinae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
40831,dorylomorph,Noun,"A member of a taxonomic grouping of army ants and their relatives, comprised of six subfamilies Leptanilloidinae, Cerapachyinae, Ecitoninae, and the monogeneric subfamilies Aenictinae, Aenictogitinae, and genus Dorylus sensu stricto, now all placed in Dorylinae sensu lato", zoology,"2015 August 12, Xiaofan Zhou et al., Chemoreceptor Evolution in Hymenoptera and Its Implications for the Evolution of Eusociality, in Genome Biology and Evolution[1], volume 7, DOI:10.1093/gbe/evv149:which represents another independent origin of eusociality in addition to honeybee and ants; and several additional ant species, notably the dorylomorph Cerapachys biroi which represents the second most early-branching ant species following the ponerine Harpegnathos saltator (Oxley et al.)",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
41055,dotid,Noun,Any member of the Dotidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
41071,dotoid,Noun,Any member of the Dotoidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
42299,douglasiid,Noun,Any member of the Douglasiidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
43550,draconettid,Noun,Any member of the Draconettidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
45062,drepanid,Noun,Any member of the Drepanidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
45063,drepanidid,Noun,Any member of the Drepanididae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
45073,drepanosaurid,Noun,Any member of the Drepanosauridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
45473,drilid,Noun,Any member of the Drilidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
46159,dromaiid,Noun,Any member of the Dromaiidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
46183,dromiid,Noun,Any member of the Dromiidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
46195,dromomerycid,Noun,Any member of the Dromomerycidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
46203,dromornithid,Noun,Any member of the Dromornithidae, zoology,"2017, Hanneke Meijer, The Guardian, 22 November: Some dromornithids reached colossal size, such as Bullockornis, nicknamed the Demon Duck of Doom, which likely stood 2.5 metres tall.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
46800,drosophilid,Noun,Any member of the Drosophilidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
47689,dryinid,Noun,Any member of the Dryinidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
47714,dryomyzid,Noun,Any member of the Dryomyzidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
47716,dryophthorid,Noun,Any member of the Dryophthoridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
47718,dryopithecid,Noun,Any member of the Dryopithecidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
47721,dryopithecine,Noun,Any member of this genus of primates., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
47724,dryosaurid,Noun,Any member of the Dryosauridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
47732,dryptosaurid,Noun,Any member of the Dryptosauridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
47784,dsungaripterid,Noun,Any member of the Dsungaripteridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
48596,dugesiid,Noun,Any member of the Dugesiidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
48607,dugongid,Noun,Any member of the Dugongidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
48726,dulid,Noun,Any member of the Dulidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
49458,dunkleosteid,Noun,Any member of the Dunkleosteidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
50092,dussumierid,Noun,Any member of the Dussumieridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
50094,dussumieriid,Noun,Any member of the Dussumieriidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
50409,dvinosaur,Noun,"A member of the Dvinosauria, a clade of primitive semi-aquatic to completely aquatic amphibians.", zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
50410,dvinosaurid,Noun,Any member of the Dvinosauridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
50925,dynastid,Noun,Any member of the Dynastidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
51066,dysderid,Noun,Any member of the Dysderidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
51585,dytiscid,Noun,Any member of the family Dytiscidae of diving beetles., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2955,quercypsittid,Noun,Any member of the Quercypsittidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
240,zanclodontid,Noun,Any member of the Zanclodontidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
341,zaprorid,Noun,Any of the family Zaproridae of prowfish., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
393,zatherian,Noun,Any member of the Zatheria., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
398,zatracheid,Noun,Any member of the Zatracheidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
400,zatrachydid,Noun,Any member of the Zatrachydidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
819,zerconid,Noun,Any member of the Zerconidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
1126,zeuglodont,Noun,"Any member of the Basilosauridae, formerly under the taxonomically invalid name Zeuglodontidae.", zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
1657,ziphiid,Noun,Any of the family Ziphiidae of beaked whales., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
1863,zoanthid,Noun,Any member of the order Zoanthidea of cnidarians commonly found in coral reefs and other marine environments., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
1900,zodariid,Noun,Any member of the Zodariidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2177,zonitid,Noun,Any member of the Zonitidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2365,zoogonid,Noun,Any member of the Zoogonidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2784,zopherid,Noun,Any member of the Zopheridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2792,zorapteran,Noun,Any member of the insect order Zoraptera., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2808,zorid,Noun,Any member of the Zoridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2829,zorocratid,Noun,Any member of the Zorocratidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2831,zoropsid,Noun,Any member of the Zoropsidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2850,zosteropid,Noun,Any member of the Zosteropidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
3125,zygaenid,Noun,Any member of the moth family Zygaenidae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
3231,zygopleurid,Noun,Any member of the Zygopleuridae., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
1022,obolid,Noun,Any member of the family Obolidae of lamp shells., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2007,oceanitid,Noun,Any member of the family Oceanitidae of southern storm petrels or Austral storm petrels., zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
